VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,congestion_surcharge,total_amount
2,2025-03-14T17:54:00Z,2025-03-14T18:53:00Z,130,236,1,10.96,1,N,1,33.7,0.0,0.5,8.62,0.0,0.3,2.75,45.87
2,2025-03-14T23:08:30Z,2025-03-14T23:16:30Z,236,236,5,2.05,1,N,1,9.74,0.5,0.5,2.08,0.0,0.3,2.75,15.87
1,2025-03-08T01:03:56Z,2025-03-08T01:13:56Z,100,140,2,1.63,2,N,2,7.57,0.0,0.5,0.0,0.0,0.3,2.75,11.12
7,2025-03-03T20:32:56Z,2025-03-03T21:04:56Z,142,236,4,5.98,1,N,1,20.63,0.0,0.5,5.39,0.0,0.3,2.75,29.57
6,2025-03-18T04:36:39Z,2025-03-18T04:51:39Z,100,236,6,2.56,2,N,1,12.7,1.0,0.5,2.77,0.0,0.3,2.75,20.02
1,2025-03-28T12:35:24Z,2025-03-28T12:56:24Z,130,236,4,5.64,1,N,2,17.21,0.0,0.5,0.0,0.0,0.3,2.75,20.76
1,2025-03-02T23:28:48Z,2025-03-02T23:38:48Z,236,236,1,1.14,1,N,1,3.01,0.0,0.5,1.23,0.0,0.3,2.75,7.79
2,2025-03-27T14:34:07Z,2025-03-27T14:47:07Z,142,236,1,3.64,1,N,1,17.48,0.0,0.5,5.72,0.0,0.3,2.75,26.75
2,2025-03-26T15:45:27Z,2025-03-26T16:17:27Z,100,140,1,8.16,1,N,1,25.18,1.0,0.5,5.47,0.0,0.3,2.75,35.2
2,2025-03-09T13:54:33Z,2025-03-09T14:12:33Z,142,140,2,2.9,1,N,1,11.47,0.0,0.5,2.05,0.0,0.3,2.75,17.07
2,2025-03-20T13:57:29Z,2025-03-20T14:20:29Z,236,236,1,4.3,1,N,1,12.72,0.5,0.5,1.9,0.0,0.3,2.75,18.67
2,2025-03-06T02:55:49Z,2025-03-06T03:06:49Z,148,236,1,2.68,1,N,2,7.31,0.5,0.5,0.0,0.0,0.3,2.75,11.36
6,2025-03-24T12:01:02Z,2025-03-24T12:08:02Z,100,236,1,1.67,1,N,2,9.22,0.0,0.5,0.0,0.0,0.3,2.75,12.77
2,2025-03-22T17:11:20Z,2025-03-22T17:20:20Z,148,140,2,1.6,1,N,1,4.7,0.5,0.5,1.87,0.0,0.3,2.75,10.62
7,2025-03-11T23:46:02Z,2025-03-12T01:10:02Z,236,236,3,17.89,1,N,1,54.8,0.0,0.5,17.47,9.19,0.3,2.75,85.01
2,2025-03-03T02:31:56Z,2025-03-03T02:35:56Z,142,236,1,1.65,2,N,1,14.64,0.5,0.5,4.24,0.0,0.3,2.75,22.93
2,2025-03-31T02:11:57Z,2025-03-31T02:52:57Z,100,236,1,8.11,1,N,2,23.75,0.0,0.5,0.0,0.0,0.3,2.75,27.3
7,2025-03-14T19:35:29Z,2025-03-14T20:05:29Z,100,236,1,4.96,1,Y,2,15.72,0.0,0.5,0.0,0.0,0.3,2.75,19.27
6,2025-03-28T16:28:55Z,2025-03-28T17:18:55Z,148,236,2,10.91,1,N,1,27.92,0.0,0.5,9.5,0.0,0.3,2.75,40.97
1,2025-03-22T00:22:18Z,2025-03-22T00:32:18Z,148,236,3,2.42,2,N,1,9.67,0.0,0.5,2.65,0.0,0.3,2.75,15.87
2,2025-03-25T03:07:02Z,2025-03-25T03:16:02Z,142,236,1,1.17,1,N,1,7.48,0.0,0.5,1.55,0.0,0.3,2.75,12.58
2,2025-03-24T13:21:54Z,2025-03-24T13:34:54Z,142,140,2,2.97,1,N,1,13.68,0.5,0.5,4.88,0.0,0.3,2.75,22.61
7,2025-03-07T00:48:40Z,2025-03-07T01:04:40Z,142,140,2,2.66,1,N,1,8.75,0.0,0.5,1.05,0.0,0.3,2.75,13.35
2,2025-03-12T06:44:45Z,2025-03-12T07:19:45Z,100,236,4,9.16,1,N,1,26.93,0.0,0.5,3.77,0.0,0.3,2.75,34.25
2,2025-03-15T11:14:25Z,2025-03-15T11:24:25Z,236,236,1,2.04,1,N,1,5.45,0.5,0.5,1.76,0.0,0.3,2.75,11.26
1,2025-03-16T10:21:24Z,2025-03-16T10:30:24Z,130,236,1,1.58,1,N,1,5.08,0.5,0.5,0.99,0.0,0.3,2.75,10.12
2,2025-03-02T08:35:24Z,2025-03-02T08:42:24Z,100,236,1,1.55,1,N,1,9.92,0.5,0.5,3.04,0.0,0.3,2.75,17.01
6,2025-03-17T22:38:51Z,2025-03-17T22:56:51Z,130,236,3,4.08,1,N,2,14.84,0.0,0.5,0.0,0.0,0.3,2.75,18.39
2,2025-03-05T18:47:28Z,2025-03-05T19:00:28Z,100,236,1,2.79,1,N,1,7.08,0.5,0.5,1.67,0.0,0.3,2.75,12.8
7,2025-03-24T01:04:18Z,2025-03-24T01:15:18Z,236,236,1,3.1,1,N,1,12.66,0.0,0.5,4.12,0.0,0.3,2.75,20.33
7,2025-03-22T04:11:18Z,2025-03-22T04:26:18Z,148,236,5,2.79,1,N,1,15.41,0.5,0.5,4.17,0.0,0.3,2.75,23.63
6,2025-03-29T14:21:38Z,2025-03-29T14:34:38Z,142,236,6,2.9,1,N,1,10.19,0.5,0.5,4.45,0.0,0.3,2.75,18.69
2,2025-03-24T02:06:10Z,2025-03-24T02:16:10Z,148,236,1,2.02,1,N,1,7.22,0.0,0.5,0.61,0.0,0.3,2.75,11.38
2,2025-03-12T08:46:55Z,2025-03-12T09:50:55Z,236,236,1,10.34,1,N,2,32.6,0.0,0.5,0.0,0.0,0.3,2.75,36.15
2,2025-03-30T23:49:38Z,2025-03-30T23:57:38Z,142,236,1,2.28,1,N,1,11.28,0.0,0.5,3.16,0.0,0.3,2.75,17.99
6,2025-03-13T17:40:21Z,2025-03-13T17:59:21Z,142,236,2,4.22,2,N,1,19.75,0.0,0.5,4.41,0.0,0.3,2.75,27.71
2,2025-03-11T02:24:50Z,2025-03-11T02:49:50Z,100,236,1,4.72,1,N,2,15.35,0.0,0.5,0.0,0.0,0.3,2.75,18.9
7,2025-03-29T01:43:06Z,2025-03-29T01:46:06Z,142,236,1,1.44,1,N,1,6.12,0.5,0.5,1.92,0.0,0.3,2.75,12.09
2,2025-03-12T11:37:19Z,2025-03-12T11:42:19Z,148,140,2,2.28,99,N,1,15.82,0.5,0.5,3.0,0.0,0.3,2.75,22.87
6,2025-03-03T08:47:57Z,2025-03-03T09:05:57Z,130,236,1,3.65,1,N,1,10.58,0.0,0.5,2.87,0.0,0.3,2.75,17.0
7,2025-03-15T13:20:58Z,2025-03-15T13:43:58Z,236,236,2,5.83,2,N,1,23.25,0.0,0.5,1.13,0.0,0.3,2.75,27.93
7,2025-03-25T15:59:09Z,2025-03-25T16:18:09Z,148,236,1,5.57,1,N,2,17.25,0.0,0.5,0.0,0.0,0.3,2.75,20.8
2,2025-03-06T20:58:00Z,2025-03-06T21:06:00Z,142,236,1,1.75,1,N,2,8.31,0.0,0.5,0.0,0.0,0.3,2.75,11.86
2,2025-03-15T08:25:40Z,2025-03-15T10:06:40Z,130,140,1,18.2,1,N,2,52.57,1.0,0.5,0.0,0.0,0.3,2.75,57.12
6,2025-03-05T00:39:41Z,2025-03-05T00:58:41Z,142,236,6,4.44,1,N,2,15.33,0.5,0.5,0.0,0.0,0.3,2.75,19.38
2,2025-03-22T06:44:23Z,2025-03-22T06:55:23Z,130,236,2,2.57,1,N,1,10.11,0.0,0.5,0.54,0.0,0.3,2.75,14.2
1,2025-03-15T17:55:28Z,2025-03-15T18:12:28Z,236,236,1,4.0,1,N,1,15.49,1.0,0.5,2.44,0.0,0.3,2.75,22.48
2,2025-03-11T05:39:57Z,2025-03-11T05:55:57Z,142,236,4,3.56,1,N,2,14.49,0.5,0.5,0.0,0.0,0.3,2.75,18.54
2,2025-03-18T11:59:16Z,2025-03-18T12:18:16Z,236,236,1,5.07,1,N,1,16.91,0.0,0.5,0.8,0.0,0.3,2.75,21.26
1,2025-03-21T18:20:29Z,2025-03-21T18:27:29Z,142,236,1,1.42,2,N,1,10.0,0.5,0.5,2.91,0.0,0.3,2.75,16.96
6,2025-03-30T03:35:15Z,2025-03-30T03:49:15Z,148,140,5,3.2,1,N,1,11.73,0.0,0.5,1.68,0.0,0.3,2.75,16.96
1,2025-03-14T13:14:27Z,2025-03-14T13:34:27Z,130,140,2,3.93,1,N,2,12.24,1.0,0.5,0.0,0.0,0.3,2.75,16.79
2,2025-03-05T23:33:07Z,2025-03-05T23:43:07Z,142,236,1,2.48,99,N,2,21.99,0.0,0.5,0.0,0.0,0.3,2.75,25.54
1,2025-03-26T19:30:45Z,2025-03-26T19:55:45Z,148,236,2,5.15,1,N,1,16.04,0.5,0.5,3.5,0.0,0.3,2.75,23.59
2,2025-03-20T12:32:40Z,2025-03-20T12:43:40Z,236,236,2,2.24,1,N,1,8.84,0.0,0.5,0.0,0.0,0.3,2.75,12.39
1,2025-03-22T16:59:50Z,2025-03-22T17:29:50Z,148,236,2,6.26,1,N,1,20.57,0.5,0.5,4.13,0.0,0.3,2.75,28.75
2,2025-03-04T00:20:11Z,2025-03-04T00:30:11Z,236,236,1,1.23,1,Y,2,7.0,0.0,0.5,0.0,0.0,0.3,2.75,10.55
6,2025-03-10T16:24:02Z,2025-03-10T17:28:02Z,130,236,2,9.33,1,N,1,29.2,0.0,0.5,7.37,0.0,0.3,2.75,40.12
2,2025-03-24T19:16:33Z,2025-03-24T19:38:33Z,130,140,1,3.4,1,N,1,12.08,0.5,0.5,0.0,0.0,0.3,2.75,16.13
2,2025-03-26T19:12:04Z,2025-03-26T19:24:04Z,142,236,1,2.75,1,N,1,13.85,0.0,0.5,3.03,0.0,0.3,2.75,20.43
2,2025-03-14T11:48:04Z,2025-03-14T12:02:04Z,142,236,1,3.35,1,N,1,12.36,0.0,0.5,2.27,0.0,0.3,2.75,18.18
2,2025-03-25T22:44:40Z,2025-03-25T22:53:40Z,100,236,1,1.65,1,N,1,7.03,1.0,0.5,2.82,0.0,0.3,2.75,14.4
2,2025-03-27T02:13:07Z,2025-03-27T02:27:07Z,148,236,2,2.16,1,N,1,12.54,0.0,0.5,1.36,0.0,0.3,2.75,17.45
2,2025-03-13T00:17:02Z,2025-03-13T00:57:02Z,148,236,5,12.21,1,N,1,35.02,0.0,0.5,7.88,0.0,0.3,2.75,46.45
1,2025-03-28T20:10:37Z,2025-03-28T20:27:37Z,130,236,2,2.68,1,N,1,13.96,0.0,0.5,0.0,0.0,0.3,2.75,17.51
1,2025-03-09T22:30:57Z,2025-03-09T23:04:57Z,148,236,1,7.32,1,N,1,19.14,0.5,0.5,4.9,0.0,0.3,2.75,28.09
2,2025-03-08T10:13:51Z,2025-03-08T10:26:51Z,236,236,2,1.94,1,N,1,7.53,0.0,0.5,1.51,0.0,0.3,2.75,12.59
6,2025-03-22T03:46:35Z,2025-03-22T04:29:35Z,142,140,6,9.7,1,N,2,26.34,0.0,0.5,0.0,0.0,0.3,2.75,29.89
2,2025-03-20T17:45:02Z,2025-03-20T18:26:02Z,148,236,4,9.56,1,N,1,26.57,0.0,0.5,6.07,0.0,0.3,2.75,36.19
2,2025-03-05T07:58:33Z,2025-03-05T08:18:33Z,148,236,4,2.5,1,N,2,10.78,0.0,0.5,0.0,0.0,0.3,2.75,14.33
7,2025-03-26T19:33:22Z,2025-03-26T19:41:22Z,130,236,3,1.14,1,N,2,6.71,0.0,0.5,0.0,0.0,0.3,2.75,10.26
7,2025-03-07T04:43:54Z,2025-03-07T05:01:54Z,142,236,1,4.59,1,N,1,14.41,0.0,0.5,2.38,0.0,0.3,2.75,20.34
2,2025-03-25T22:50:41Z,2025-03-25T23:01:41Z,142,140,6,2.52,1,N,1,13.2,0.0,0.5,4.26,0.0,0.3,2.75,21.01
2,2025-03-01T05:28:39Z,2025-03-01T06:04:39Z,236,236,2,8.97,2,N,1,33.44,0.0,0.5,7.77,0.0,0.3,2.75,44.76
7,2025-03-25T16:51:03Z,2025-03-25T16:58:03Z,236,140,2,1.52,3,N,2,13.08,0.0,0.5,0.0,0.0,0.3,2.75,16.63
2,2025-03-25T09:28:18Z,2025-03-25T09:35:18Z,142,236,1,0.83,1,N,1,2.5,0.0,0.5,1.15,0.0,0.3,2.75,7.2
2,2025-03-25T04:35:27Z,2025-03-25T04:50:27Z,236,236,1,3.97,2,N,1,19.34,0.5,0.5,6.48,0.0,0.3,2.75,29.87
2,2025-03-21T14:38:56Z,2025-03-21T14:52:56Z,130,140,1,3.21,1,N,1,10.86,0.5,0.5,2.73,0.0,0.3,2.75,17.64
1,2025-03-15T14:50:45Z,2025-03-15T15:26:45Z,142,140,2,10.15,1,N,1,31.5,0.5,0.5,2.7,0.0,0.3,2.75,38.25
1,2025-03-22T20:38:34Z,2025-03-22T20:46:34Z,236,236,1,2.75,1,N,2,12.16,0.0,0.5,0.0,0.0,0.3,2.75,15.71
2,2025-03-09T14:10:42Z,2025-03-09T14:22:42Z,142,236,3,3.69,1,N,2,12.35,0.5,0.5,0.0,0.0,0.3,2.75,16.4
2,2025-03-25T04:51:44Z,2025-03-25T05:05:44Z,148,140,2,2.68,1,N,2,12.93,0.0,0.5,0.0,0.0,0.3,2.75,16.48
2,2025-03-18T05:24:04Z,2025-03-18T06:23:04Z,148,140,1,12.31,1,N,1,36.09,0.5,0.5,8.59,6.94,0.3,2.75,55.67
7,2025-03-15T05:26:00Z,2025-03-15T05:42:00Z,236,236,2,3.68,2,N,1,17.7,0.5,0.5,3.45,0.0,0.3,2.75,25.2
7,2025-03-16T16:10:15Z,2025-03-16T16:55:15Z,130,236,3,7.86,1,N,2,26.13,0.5,0.5,0.0,0.0,0.3,2.75,30.18
2,2025-03-18T15:08:36Z,2025-03-18T15:19:36Z,236,140,1,2.73,1,N,1,12.33,0.5,0.5,2.88,0.0,0.3,2.75,19.26
7,2025-03-02T03:43:23Z,2025-03-02T04:27:23Z,142,236,4,11.17,1,N,1,37.21,0.0,0.5,8.67,0.0,0.3,2.75,49.43
1,2025-03-05T08:00:32Z,2025-03-05T08:12:32Z,142,236,2,2.23,1,N,2,7.49,0.0,0.5,0.0,0.0,0.3,2.75,11.04
2,2025-03-08T14:38:16Z,2025-03-08T14:53:16Z,148,236,2,2.07,1,N,1,6.43,0.0,0.5,2.27,0.0,0.3,2.75,12.25
2,2025-03-04T13:12:37Z,2025-03-04T13:26:37Z,142,236,1,3.02,1,N,1,10.66,0.0,0.5,1.45,0.0,0.3,2.75,15.66
2,2025-03-14T15:04:20Z,2025-03-14T15:34:20Z,148,140,2,4.69,1,N,1,21.98,0.5,0.5,4.67,0.0,0.3,2.75,30.7
2,2025-03-21T17:17:30Z,2025-03-21T17:29:30Z,236,236,1,2.39,1,N,2,12.27,0.0,0.5,0.0,0.0,0.3,2.75,15.82
2,2025-03-21T06:53:42Z,2025-03-21T07:14:42Z,148,236,3,4.86,1,N,1,15.26,0.0,0.5,3.09,0.0,0.3,2.75,21.9
6,2025-03-15T14:29:44Z,2025-03-15T14:41:44Z,148,236,3,2.96,1,N,2,10.44,0.5,0.5,0.0,0.0,0.3,2.75,14.49
2,2025-03-27T12:10:46Z,2025-03-27T12:25:46Z,130,140,1,2.97,1,N,1,11.14,0.5,0.5,2.93,0.0,0.3,2.75,18.12
7,2025-03-18T12:32:08Z,2025-03-18T12:56:08Z,236,236,4,7.38,1,N,1,23.84,0.0,0.5,5.68,0.0,0.3,2.75,33.07
6,2025-03-03T10:55:22Z,2025-03-03T11:29:22Z,130,140,3,5.26,1,N,1,18.75,0.5,0.5,3.95,0.0,0.3,2.75,26.75
2,2025-03-24T17:09:32Z,2025-03-24T17:48:32Z,130,140,1,4.64,1,N,1,17.13,0.0,0.5,1.92,0.0,0.3,2.75,22.6
2,2025-03-18T19:30:10Z,2025-03-18T21:00:10Z,100,236,1,17.85,1,N,1,54.48,0.5,0.5,11.62,9.19,0.3,2.75,79.34
6,2025-03-20T16:13:49Z,2025-03-20T16:51:49Z,142,236,1,5.32,1,N,1,21.64,0.5,0.5,6.67,0.0,0.3,2.75,32.36
2,2025-03-18T12:38:15Z,2025-03-18T12:49:15Z,236,140,1,1.75,1,N,1,7.55,0.5,0.5,1.16,0.0,0.3,2.75,12.76
2,2025-03-18T03:51:47Z,2025-03-18T04:21:47Z,142,236,1,6.7,3,N,1,27.0,0.5,0.5,8.49,0.0,0.3,2.75,39.54
1,2025-03-03T19:22:53Z,2025-03-03T19:33:53Z,142,236,5,2.41,1,N,1,8.9,0.0,0.5,0.74,0.0,0.3,2.75,13.19
7,2025-03-18T08:03:00Z,2025-03-18T08:21:00Z,142,140,2,3.79,99,N,1,22.87,0.0,0.5,5.07,0.0,0.3,2.75,31.49
2,2025-03-25T15:24:53Z,2025-03-25T15:35:53Z,236,236,2,2.26,1,N,1,9.95,0.5,0.5,1.89,0.0,0.3,2.75,15.89
2,2025-03-10T10:08:19Z,2025-03-10T10:14:19Z,130,236,2,0.95,1,N,1,6.88,0.5,0.5,1.93,0.0,0.3,2.75,12.86
2,2025-03-19T16:30:41Z,2025-03-19T16:52:41Z,142,236,1,2.9,1,N,1,14.43,0.0,0.5,4.11,0.0,0.3,2.75,22.09
2,2025-03-01T22:55:42Z,2025-03-01T23:01:42Z,100,236,2,1.54,2,N,2,9.32,0.0,0.5,0.0,0.0,0.3,2.75,12.87
2,2025-03-11T18:32:21Z,2025-03-11T19:45:21Z,236,236,1,13.08,2,N,2,43.19,0.0,0.5,0.0,0.0,0.3,2.75,46.74
2,2025-03-14T12:55:03Z,2025-03-14T13:07:03Z,236,236,1,3.0,1,Y,1,9.57,0.0,0.5,3.19,0.0,0.3,2.75,16.31
2,2025-03-31T11:09:26Z,2025-03-31T11:15:26Z,100,236,3,1.48,1,N,2,7.88,0.0,0.5,0.0,0.0,0.3,2.75,11.43
6,2025-03-07T15:39:03Z,2025-03-07T15:59:03Z,236,236,3,5.61,1,N,1,23.77,0.0,0.5,7.31,0.0,0.3,2.75,34.63
2,2025-03-09T13:45:07Z,2025-03-09T14:10:07Z,130,236,3,5.06,1,N,1,16.64,0.5,0.5,1.43,0.0,0.3,2.75,22.12
7,2025-03-13T15:56:43Z,2025-03-13T16:18:43Z,236,236,1,3.2,1,N,1,16.7,0.5,0.5,0.0,0.0,0.3,2.75,20.75
2,2025-03-31T18:32:35Z,2025-03-31T19:00:35Z,142,140,1,6.28,1,N,1,18.6,0.5,0.5,3.11,0.0,0.3,2.75,25.76
2,2025-03-27T10:55:54Z,2025-03-27T11:32:54Z,142,236,2,8.42,1,N,1,25.23,0.0,0.5,0.0,0.0,0.3,2.75,28.78
2,2025-03-02T01:48:41Z,2025-03-02T02:13:41Z,148,236,2,6.97,1,N,2,21.48,0.5,0.5,0.0,0.0,0.3,2.75,25.53
2,2025-03-08T06:03:03Z,2025-03-08T06:36:03Z,100,236,3,9.17,3,N,1,34.57,0.0,0.5,7.9,0.0,0.3,2.75,46.02
6,2025-03-26T11:19:32Z,2025-03-26T11:29:32Z,148,236,3,1.58,1,N,2,7.04,0.0,0.5,0.0,0.0,0.3,2.75,10.59
7,2025-03-02T19:22:38Z,2025-03-02T20:21:38Z,142,140,1,10.21,1,N,1,32.61,0.5,0.5,8.55,0.0,0.3,2.75,45.21
1,2025-03-27T12:37:08Z,2025-03-27T12:56:08Z,142,236,5,5.02,2,N,2,14.81,0.0,0.5,0.0,0.0,0.3,2.75,18.36
2,2025-03-09T17:20:58Z,2025-03-09T17:26:58Z,100,140,1,1.11,1,N,1,4.09,0.5,0.5,0.39,0.0,0.3,2.75,8.53
1,2025-03-29T10:43:59Z,2025-03-29T11:03:59Z,236,140,1,2.75,1,N,1,14.35,0.0,0.5,0.0,0.0,0.3,2.75,17.9
2,2025-03-10T02:26:01Z,2025-03-10T02:33:01Z,142,236,1,1.88,1,N,1,5.35,0.5,0.5,1.56,0.0,0.3,2.75,10.96
2,2025-03-14T11:07:54Z,2025-03-14T11:17:54Z,100,140,1,2.04,1,N,1,7.9,0.0,0.5,2.02,0.0,0.3,2.75,13.47
1,2025-03-21T12:27:57Z,2025-03-21T12:34:57Z,142,236,2,1.98,1,N,1,9.67,0.0,0.5,3.81,0.0,0.3,2.75,17.03
2,2025-03-04T21:57:10Z,2025-03-04T22:06:10Z,236,236,1,1.66,1,N,2,7.47,0.5,0.5,0.0,0.0,0.3,2.75,11.52
6,2025-03-18T06:25:54Z,2025-03-18T06:35:54Z,142,236,4,1.42,2,N,1,8.71,0.5,0.5,1.16,0.0,0.3,2.75,13.92
1,2025-03-16T15:43:53Z,2025-03-16T15:53:53Z,142,140,1,2.05,1,N,2,9.53,0.0,0.5,0.0,0.0,0.3,2.75,13.08
2,2025-03-25T07:13:12Z,2025-03-25T08:07:12Z,130,140,2,13.08,1,N,1,40.64,0.0,0.5,6.14,0.0,0.3,2.75,50.33
2,2025-03-31T21:06:12Z,2025-03-31T21:47:12Z,142,140,2,7.57,1,N,1,22.62,0.5,0.5,7.16,0.0,0.3,2.75,33.83
2,2025-03-21T14:14:57Z,2025-03-21T14:26:57Z,100,236,1,2.63,3,N,1,17.05,0.5,0.5,2.97,0.0,0.3,2.75,24.07
2,2025-03-13T16:26:04Z,2025-03-13T16:52:04Z,236,236,1,4.22,1,N,1,16.33,0.5,0.5,4.64,0.0,0.3,2.75,25.02
2,2025-03-13T14:21:06Z,2025-03-13T14:36:06Z,148,236,6,2.86,1,N,1,13.03,0.0,0.5,2.39,0.0,0.3,2.75,18.97
2,2025-03-13T22:57:40Z,2025-03-13T23:15:40Z,130,140,1,4.84,1,N,1,17.05,0.0,0.5,3.26,0.0,0.3,2.75,23.86
2,2025-03-26T05:37:52Z,2025-03-26T05:56:52Z,100,140,1,4.23,3,N,1,24.05,0.5,0.5,6.08,0.0,0.3,2.75,34.18
2,2025-03-10T22:59:04Z,2025-03-10T23:30:04Z,148,236,3,8.96,1,N,1,27.73,0.0,0.5,4.93,0.0,0.3,2.75,36.21
6,2025-03-06T04:13:40Z,2025-03-06T04:24:40Z,100,236,2,1.29,1,N,1,4.58,0.0,0.5,0.0,0.0,0.3,2.75,8.13
6,2025-03-11T08:42:46Z,2025-03-11T08:53:46Z,236,236,1,2.06,1,N,1,8.23,0.5,0.5,2.77,0.0,0.3,2.75,15.05
2,2025-03-01T16:53:52Z,2025-03-01T17:34:52Z,130,140,1,9.01,1,N,1,30.2,0.0,0.5,3.83,0.0,0.3,2.75,37.58
7,2025-03-04T06:58:12Z,2025-03-04T07:12:12Z,130,236,2,3.44,1,N,1,10.67,0.0,0.5,3.26,0.0,0.3,2.75,17.48
1,2025-03-03T18:59:44Z,2025-03-03T19:33:44Z,100,236,1,3.71,1,N,1,8.72,0.0,0.5,1.86,0.0,0.3,2.75,14.13
